,processed_sentence,vader_scores,polarity_value
3198,"excellent idea but poor execution . there really be not much to do game wise 
 especially since the majority of the content be lock behind a paywall . i 
 understand that they have to monetize it but at 1 million user , ad 
 impression may have be a well route instead of a subscription service 
 that lock out the majority of your player base from the start . there be 
 also no way to earn crystal other than pay . with so little to do and so 
 much unavailable unless you pay ( with no option to try before you buy ) 
 give i little motivation to come back . some advice : ● make the quest you 
 can buy with gold cheap . 200 coin take forever to grind and there be not 
 much to do otherwise . ● have a way for f2p player to earn crystal ( maybe 
 through daily login bonus , level up bonus or grind and buy they with 
 gold ) . ● offline capability especially for checklist and task . i 
 should not need the internet to check off my to do list . ● have the ability 
 to choose your class at the start and allow player to change class 
 whenever they would like . have to wait until you be level 10 be too much of a 
 grind . ● have a little more customization available from the start ( maybe a 
 freeby starter egg or a background or outfit ) . literally everything be 
 lock behind crystal pay wall ... even the character background be a 
 whopping 15 crystal . that just scream greedy .","{'neg': 0.068, 'neu': 0.81, 'pos': 0.122, 'compound': 0.9517}",positive
3199,"a fine app , except for all the bug . any cosmetic aspiration you be 
 hope to have as a motivator ( character customization , equipment , color 
 and more ) all do not display . not only that but an error message pop up 
 every time i perform an action . really hope they patch the bug . i dare not 
 use anything else than the checklist .","{'neg': 0.054, 'neu': 0.832, 'pos': 0.115, 'compound': 0.4659}",positive
3200,"i really use to love this app but mobile push notification stop 
 working , there be be a ton of bug lately , and it be just not motivate 
 like it use to be . when i report the bug i be tell to email someone 
 instead and i be at a point where i just uninstalled . :/ maybe i 'll return 
 in a year or so","{'neg': 0.167, 'neu': 0.794, 'pos': 0.039, 'compound': -0.8327}",negative
3201,"samsung note8 be unable to get past the "" what task would you like to work 
 on ? "" screen the next screen selection be block out no matter be 
 select or un select . however the back button still work","{'neg': 0.08, 'neu': 0.857, 'pos': 0.063, 'compound': 0.0839}",positive
3202,"it be a gamified checklist , which be a good start , but ultimately not enough 
 to follow through on the core idea . there be no actual game here , nothing to 
 do , and no true incentive to keep you come back . an upsetting amount of 
 content be gate behind purchase and i find my interest wane once i run 
 out of thing to look forward to . also , the fact that it take until level 
 10 to be allow to switch class be insane .","{'neg': 0.172, 'neu': 0.765, 'pos': 0.063, 'compound': -0.881}",negative
3203,"honestly , it be kind of dull compare to the web version . you should add 
 more color , because the current interface be kind of bland . i cheat with 
 the mobile version but stay focused on the web . need some more effort and 
 work be do . the great thing about this be the party , and i love 
 that you can use account , but the android platform seem a bit inferior to 
 the web version . still like it , though . have some opportunity . edit : 
 horrible on android . trash . absolutely trash . great on web , incompetent on 
 mobile .","{'neg': 0.127, 'neu': 0.612, 'pos': 0.26, 'compound': 0.9644}",positive
3204,"unfortunately , i keep get connection error . other app be connect 
 fine . i like the app , but it be useless in the nonworke state on my phone 
 right now .","{'neg': 0.22, 'neu': 0.682, 'pos': 0.098, 'compound': -0.6059}",negative
3205,"i be able to set up my account just fine , but i apparently make the mistake of reset the tutorial to well understand the ui . i keep get the same "" welcome ! here be what you can do with the app ! "" tutorial . eventually it start to hang , so i got feed up and uninstalled . the ui look nice , but that do not mean it be usable . i have a hard time figure out the difference between the different area to set up thing you want to improve on . the terminology be not understandable ( no clue as to what separate habit from daily from tasks ) , and unfortunately , because i still could not understand what i be suppose to do and where , it be not very usable for i . the bug that leave i in tutorial / hang hell be enough . i have it instal get a grand total of 10 minute , and i do not have the patience to wait out however long it 'll take the developer to fix it .   phone : google pixel . late version of android as of 17 march .","{'neg': 0.072, 'neu': 0.811, 'pos': 0.116, 'compound': 0.8241}",positive
3206,"too casual , can not create routine for specific day only . app assume that every day be exactly the same . stat be random and do not represent actual skill . i prefer life rpg + time time + pomodoro app .","{'neg': 0.048, 'neu': 0.904, 'pos': 0.048, 'compound': -0.0036}",neutral
3207,"i really really want to like this app .   i can get as far as set up and track task , which be awesome . but as soon as i try to form a party and battle monster , it run up against some issue with google authentication ( i think ) and i can not go any far . i even try to delete my account and start over , but when you get to the step be it say "" type delete in all cap "" ... there be no keyboard or place to type .    so yeah , great concept , but it have some fatal bug .","{'neg': 0.094, 'neu': 0.74, 'pos': 0.166, 'compound': 0.8092}",positive
3208,"please hire some competent android developer , throw up "" can not connect to the server "" message 6 time in a row when i switch network be just pathetic","{'neg': 0.118, 'neu': 0.735, 'pos': 0.147, 'compound': -0.0258}",neutral
3209,"i seriously do not understand . the basic function of the app be so janky and broken . in the avatar creation , i have to keep press the option i want over and over for it to actually work , then when i finish the avatar have option i do not pick . every habit default to be both positive and negative . i know there have to be some default , but it be kind of weird that if i have a positive habit i have to tap the negative button . add tag be really clunky because the tag have to be add to the filter , ( i guess it work but it be unintuitive to have to add a tag to the filter instead of just tag the task itself ) but when i add they they do not immediately get add . they disappear and then get add a few minute later . half the time it will not let i move around the task . sometimes the faq text pop up overlay whatever screen i be on . switch between habit , daily , to - do , and reward be finicky . sometimes swipe do not work , sometimes trade the icon do not work . i have to tap thing in the equipment menu multiple time for they to work . same for the avatar menu . with patience all this stuff do eventually work , but it be tedious to just use the app . the app would be 10 time well just by fix the buggy menu","{'neg': 0.062, 'neu': 0.871, 'pos': 0.066, 'compound': 0.455}",positive
3210,"glitch abound . inputs ignore , not give option to make habit at point","{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.3182}",negative
3211,"it honestly sadden i to write this review . habitica use to be an amazing app . i need it for all of my daily and to - do , but ever since the code be migrate , the app have be nigh unusable . at the moment i can not even login . when i finally manage to , my daily and to - do do not show up . it be a struggle to mark a daily as complete because it take forever for the server to recognize that i tap on the daily . overall , this app need to be rework . i really hope thing can be fix because i want to keep use this app . otherwise i 'll have to find something else .","{'neg': 0.041, 'neu': 0.874, 'pos': 0.085, 'compound': 0.6416}",positive
3212,"fix the thing ( idk be that a bug of anything else ) , i hardly click the "" next "" button ( or text ) . and its look like nothing 's loading , make i wait and think "" be it load or not ? "" then i restart the app but it become bad , my character not load , and the button become hard to click 😑","{'neg': 0.088, 'neu': 0.884, 'pos': 0.029, 'compound': -0.5574}",negative
3213,aeesome concept but very buggy and laggy . will not register my tap in some place . it skip my tutorial because it would not register my tap to continue .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neutral
